id,study_id,contrast_id,authors,journal,year,title
10376114-1,10376114,1,"Bush G, Frazier JA, Rauch SL, Seidman LJ, Whalen PJ, Jenike MA, Rosen BR, Biederman J",Biological psychiatry,1999,Anterior cingulate cortex dysfunction in attention-deficit/hyperactivity disorder revealed by fMRI and the Counting Stroop.
10554992-1,10554992,1,"Halpern AR, Zatorre RJ","Cerebral cortex (New York, N.Y. : 1991)",1999,When that tune runs through your head: a PET investigation of auditory imagery for familiar melodies.
10683393-1,10683393,1,"Henson RN, Burgess N, Frith CD",Neuropsychologia,2000,"Recoding, storage, rehearsal and grouping in verbal short-term memory: an fMRI study."
10859133-1,10859133,1,"Leung HC, Skudlarski P, Gatenby JC, Peterson BS, Gore JC","Cerebral cortex (New York, N.Y. : 1991)",2000,An event-related functional MRI study of the stroop color word interference task.
11087002-1,11087002,1,"Marois R, Chun MM, Gore JC",Neuron,2000,Neural correlates of the attentional blink.
11502262-1,11502262,1,"Wagner AD, Pare-Blagoev EJ, Clark J, Poldrack RA",Neuron,2001,Recovering meaning: left prefrontal cortex guides controlled semantic retrieval.
11532889-1,11532889,1,"Barch DM, Braver TS, Akbudak E, Conturo T, Ollinger J, Snyder A","Cerebral cortex (New York, N.Y. : 1991)",2001,Anterior cingulate cortex and response conflict: effects of response modality and processing domain.
11576194-1,11576194,1,"Kikyo H, Ohki K, Sekihara K",The European journal of neuroscience,2001,"Temporal characterization of memory retrieval processes: an fMRI study of the ""tip of the tongue"" phenomenon."
11590110-1,11590110,1,"Chein JM, Fiez JA","Cerebral cortex (New York, N.Y. : 1991)",2001,Dissociation of verbal working memory system components using a delayed serial recall task.
11784801-1,11784801,1,"Bischoff-Grethe A, Ivry RB, Grafton ST",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,Cerebellar involvement in response reassignment rather than attention.
11826125-1,11826125,1,"Buchel C, Bornhovd K, Quante M, Glauche V, Bromm B, Weiller C",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,"Dissociable neural responses related to pain intensity, stimulus intensity, and stimulus awareness within the anterior cingulate cortex: a parametric single-trial laser functional magnetic resonance i"
11832233-1,11832233,1,"Simon O, Mangin JF, Cohen L, Le Bihan D, Dehaene S",Neuron,2002,"Topographical layout of hand, eye, calculation, and language-related areas in the human parietal lobe."
11950765-1,11950765,1,"Kroger JK, Sabb FW, Fales CL, Bookheimer SY, Cohen MS, Holyoak KJ","Cerebral cortex (New York, N.Y. : 1991)",2002,Recruitment of anterior dorsolateral prefrontal cortex in human reasoning: a parametric study of relational complexity.
11950772-1,11950772,1,"Chao LL, Weisberg J, Martin A","Cerebral cortex (New York, N.Y. : 1991)",2002,Experience-dependent modulation of category-related cortical activity.
11960892-1,11960892,1,"Arnow BA, Desmond JE, Banner LL, Glover GH, Solomon A, Polan ML, Lue TF, Atlas SW",Brain : a journal of neurology,2002,"Brain activation and sexual arousal in healthy, heterosexual males."
11976394-1,11976394,1,"Rushworth MF, Hadland KA, Paus T, Sipila PK",Journal of neurophysiology,2002,Role of the human medial frontal cortex in task switching: a combined fMRI and TMS study.
12067701-1,12067701,1,"Muller RA, Kleinhans N, Pierce K, Kemmotsu N, Courchesne E",Brain research. Cognitive brain research,2002,Functional MRI of motor sequence acquisition: effects of learning stage and performance.
12417679-1,12417679,1,"Konishi S, Uchida I, Okuaki T, Machida T, Shirouzu I, Miyashita Y",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,Neural correlates of recency judgment.
12421659-1,12421659,1,"Schubotz RI, Yves von Cramon D",Brain research. Cognitive brain research,2002,Dynamic patterns make the premotor cortex interested in objects: influence of stimulus and task revealed by fMRI.
12457762-1,12457762,1,"Ranganath C, Johnson MK, D'Esposito M",Neuropsychologia,2003,Prefrontal activity associated with working memory and episodic long-term memory.
12457763-1,12457763,1,"Cabeza R, Dolcos F, Prince SE, Rice HJ, Weissman DH, Nyberg L",Neuropsychologia,2003,Attention-related activity during episodic memory retrieval: a cross-function fMRI study.
12574475-1,12574475,1,"Hanakawa T, Immisch I, Toma K, Dimyan MA, Van Gelderen P, Hallett M",Journal of neurophysiology,2003,Functional properties of brain areas associated with motor execution and imagery.
12595182-1,12595182,1,"Pollmann S, Morrillo M",NeuroImage,2003,Left and right occipital cortices differ in their response to spatial cueing.
12595201-1,12595201,1,"Milham MP, Banich MT, Claus ED, Cohen NJ",NeuroImage,2003,Practice-related effects demonstrate complementary roles of anterior cingulate and prefrontal cortices in attentional control.
12595206-1,12595206,1,"Tyler LK, Stamatakis EA, Dick E, Bright P, Fletcher P, Moss H",NeuroImage,2003,Objects and their actions: evidence for a neurally distributed semantic system.
12668222-1,12668222,1,"Tillmann B, Janata P, Bharucha JJ",Brain research. Cognitive brain research,2003,Activation of the inferior frontal cortex in musical priming.
12764119-1,12764119,1,"Ullsperger M, von Cramon DY",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,"Error monitoring using external feedback: specific roles of the habenular complex, the reward system, and the cingulate motor area revealed by functional magnetic resonance imaging."
12809980-1,12809980,1,"Daniels C, Witt K, Wolff S, Jansen O, Deuschl G",Neuroscience letters,2003,Rate dependency of the human cortical network subserving executive functions during generation of random number series--a functional magnetic resonance imaging study.
12814586-1,12814586,1,"Salgado-Pineda P, Baeza I, Perez-Gomez M, Vendrell P, Junque C, Bargallo N, Bernardo M",NeuroImage,2003,Sustained attention impairment correlates to gray matter decreases in first episode neuroleptic-naive schizophrenic patients.
12873752-1,12873752,1,"Lazeron RH, Rombouts SA, de Sonneville L, Barkhof F, Scheltens P",Journal of the neurological sciences,2003,A paced visual serial addition test for fMRI.
12880836-1,12880836,1,"Stoeckel MC, Weder B, Binkofski F, Buccino G, Shah NJ, Seitz RJ",NeuroImage,2003,A fronto-parietal circuit for tactile object discrimination: an event-related fMRI study.
12902031-1,12902031,1,"Nomura M, Iidaka T, Kakehi K, Tsukiura T, Hasegawa T, Maeda Y, Matsue Y",Neuroscience letters,2003,Frontal lobe networks for effective processing of ambiguously expressed emotions  in humans.
12917383-1,12917383,1,"Shulman GL, McAvoy MP, Cowan MC, Astafiev SV, Tansy AP, d'Avossa G, Corbetta M",Journal of neurophysiology,2003,Quantitative analysis of attention and detection signals during visual search.
12944524-1,12944524,1,"O'Doherty J, Critchley H, Deichmann R, Dolan RJ",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,Dissociating valence of outcome from behavioral control in human orbital and ventral prefrontal cortices.
12953304-1,12953304,1,"Abrahams S, Goldstein LH, Simmons A, Brammer MJ, Williams SC, Giampietro VP, Andrew CM, Leigh PN",Human brain mapping,2003,Functional magnetic resonance imaging of verbal fluency and confrontation naming  using compressed image acquisition to permit overt responses.
14568448-1,14568448,1,"Booth JR, Burman DD, Meyer JR, Lei Z, Trommer BL, Davenport ND, Li W, Parrish TB, Gitelman DR, Mesulam MM",NeuroImage,2003,Neural development of selective attention and response inhibition.
14573322-1,14573322,1,"Uher R, Brammer MJ, Murphy T, Campbell IC, Ng VW, Williams SC, Treasure J",Biological psychiatry,2003,Recovery and chronicity in anorexia nervosa: brain activity associated with differential outcomes.
14642287-1,14642287,1,"Wicker B, Keysers C, Plailly J, Royet JP, Gallese V, Rizzolatti G",Neuron,2003,Both of us disgusted in My insula: the common neural basis of seeing and feeling  disgust.
14689505-1,14689505,1,"Mandzia JL, Black SE, McAndrews MP, Grady C, Graham S",Human brain mapping,2004,fMRI differences in encoding and retrieval of pictures due to encoding strategy in the elderly.
14704214-1,14704214,1,"Kesler SR, Haberecht MF, Menon V, Warsofsky IS, Dyer-Friedman J, Neely EK, Reiss AL","Cerebral cortex (New York, N.Y. : 1991)",2004,Functional neuroanatomy of spatial orientation processing in Turner syndrome.
14728923-1,14728923,1,"Tyler LK, Bright P, Fletcher P, Stamatakis EA",Neuropsychologia,2004,Neural processing of nouns and verbs: the role of inflectional morphology.
14736856-1,14736856,1,"Monchi O, Petrides M, Doyon J, Postuma RB, Worsley K, Dagher A",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Neural bases of set-shifting deficits in Parkinson's disease.
14741637-1,14741637,1,"Kondo H, Morishita M, Osaka N, Osaka M, Fukuyama H, Shibasaki H",NeuroImage,2004,Functional roles of the cingulo-frontal network in performance on working memory.
14741658-1,14741658,1,"Thomsen T, Rimol LM, Ersland L, Hugdahl K",NeuroImage,2004,Dichotic listening reveals functional specificity in prefrontal cortex: an fMRI study.
14742598-1,14742598,1,"Brenneis C, Seppi K, Schocke M, Benke T, Wenning GK, Poewe W","Journal of neurology, neurosurgery, and psychiatry",2004,Voxel based morphometry reveals a distinct pattern of frontal atrophy in progressive supranuclear palsy.
