id,study_id,contrast_id,authors,journal,year,title
10686183-1,10686183,1,"Buckner RL, Koutstaal W, Schacter DL, Rosen BR",Brain : a journal of neurology,2000,Functional MRI evidence for a role of frontal and inferior temporal cortex in amodal components of priming.
10908201-1,10908201,1,"Dupont S, Van de Moortele PF, Samson S, Hasboun D, Poline JB, Adam C, Lehericy S, Le Bihan D, Samson Y, Baulac M",Brain : a journal of neurology,2000,Episodic memory in left temporal lobe epilepsy: a functional MRI study.
10982748-1,10982748,1,"Lewis JW, Beauchamp MS, DeYoe EA","Cerebral cortex (New York, N.Y. : 1991)",2000,A comparison of visual and auditory motion processing in human cerebral cortex.
10982749-1,10982749,1,"Martinkauppi S, Rama P, Aronen HJ, Korvenoja A, Carlson S","Cerebral cortex (New York, N.Y. : 1991)",2000,Working memory of auditory localization.
11230093-1,11230093,1,"Schubotz RI, von Cramon DY","Cerebral cortex (New York, N.Y. : 1991)",2001,Interval and ordinal properties of sequences are associated with distinct premotor areas.
11240114-1,11240114,1,"Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2001,"Functional organization of the lateral premotor cortex: fMRI reveals different regions activated by anticipation of object properties, location and speed."
11532889-1,11532889,1,"Barch DM, Braver TS, Akbudak E, Conturo T, Ollinger J, Snyder A","Cerebral cortex (New York, N.Y. : 1991)",2001,Anterior cingulate cortex and response conflict: effects of response modality and processing domain.
11556898-1,11556898,1,"Galati G, Committeri G, Sanes JN, Pizzamiglio L",The European journal of neuroscience,2001,Spatial coding of visual and somatic sensory information in body-centred coordinates.
11567063-1,11567063,1,"Monchi O, Petrides M, Petre V, Worsley K, Dagher A",The Journal of neuroscience : the official journal of the Society for Neuroscience,2001,Wisconsin Card Sorting revisited: distinct neural circuits participating in different stages of the task identified by event-related functional magnetic resonance imaging.
11580903-1,11580903,1,"Donaldson DI, Petersen SE, Buckner RL",Neuron,2001,Dissociating memory retrieval processes using fMRI: evidence that priming does not support recognition memory.
11587890-1,11587890,1,"Jessen F, Flacke S, Granath DO, Manka C, Scheef L, Papassotiropoulos A, Schild HH, Heun R",Brain research. Cognitive brain research,2001,Encoding and retrieval related cerebral activation in continuous verbal recognition.
11826125-1,11826125,1,"Buchel C, Bornhovd K, Quante M, Glauche V, Bromm B, Weiller C",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,"Dissociable neural responses related to pain intensity, stimulus intensity, and stimulus awareness within the anterior cingulate cortex: a parametric single-trial laser functional magnetic resonance i"
11900744-1,11900744,1,"Vanrie J, Beatse E, Wagemans J, Sunaert S, Van Hecke P",Neuropsychologia,2002,Mental rotation versus invariant features in object perception from different viewpoints: an fMRI study.
12032364-1,12032364,1,"Konishi S, Hayashi T, Uchida I, Kikyo H, Takahashi E, Miyashita Y",Proceedings of the National Academy of Sciences of the United States of America,2002,Hemispheric asymmetry in human lateral prefrontal cortex during cognitive set shifting.
12077008-1,12077008,1,"McAlonan GM, Daly E, Kumari V, Critchley HD, van Amelsvoort T, Suckling J, Simmons A, Sigmundsson T, Greenwood K, Russell A, Schmitz N, Happe F, Howlin P, Murphy DG",Brain : a journal of neurology,2002,Brain anatomy and sensorimotor gating in Asperger's syndrome.
12112766-1,12112766,1,"Booth JR, Burman DD, Meyer JR, Gitelman DR, Parrish TB, Mesulam MM",Human brain mapping,2002,Modality independence of word comprehension.
12397138-1,12397138,1,"Dupont S, Samson Y, Van de Moortele PF, Samson S, Poline JB, Hasboun D, Le Bihan D, Baulac M","Journal of neurology, neurosurgery, and psychiatry",2002,Bilateral hemispheric alteration of memory processes in right medial temporal lobe epilepsy.
12477696-1,12477696,1,"Daselaar SM, Veltman DJ, Rombouts SA, Raaijmakers JG, Jonker C",Brain : a journal of neurology,2003,Neuroanatomical correlates of episodic encoding and retrieval in young and elderly subjects.
12527103-1,12527103,1,"Manthey S, Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2003,Premotor cortex in observing erroneous action: an fMRI study.
12595201-1,12595201,1,"Milham MP, Banich MT, Claus ED, Cohen NJ",NeuroImage,2003,Practice-related effects demonstrate complementary roles of anterior cingulate and prefrontal cortices in attentional control.
12599272-1,12599272,1,"Gandour J, Wong D, Dzemidzic M, Lowe M, Tong Y, Li X",Human brain mapping,2003,A cross-linguistic fMRI study of perception of intonation and emotion in Chinese.
12599275-1,12599275,1,"Gaillard WD, Sachs BC, Whitnah JR, Ahmad Z, Balsamo LM, Petrella JR, Braniecki SH, McKinney CM, Hunter K, Xu B, Grandin CB",Human brain mapping,2003,Developmental aspects of language processing: fMRI of verbal fluency in children  and adults.
12599278-1,12599278,1,"Siok WT, Jin Z, Fletcher P, Tan LH",Human brain mapping,2003,Distinct brain regions associated with syllable and phoneme.
