id,study_id,contrast_id,authors,journal,year,title
10561425-1,10561425,1,"Ahlfors SP, Simpson GV, Dale AM, Belliveau JW, Liu AK, Korvenoja A, Virtanen J, Huotilainen M, Tootell RB, Aronen HJ, Ilmoniemi RJ",Journal of neurophysiology,1999,Spatiotemporal activity of a cortical network for processing visual motion revealed by MEG and fMRI.
10666559-1,10666559,1,"Iidaka T, Sadato N, Yamada H, Yonekura Y",Brain research. Cognitive brain research,2000,Functional asymmetry of human prefrontal cortex in verbal and non-verbal episodic memory as revealed by fMRI.
10725372-1,10725372,1,"Bunge SA, Klingberg T, Jacobsen RB, Gabrieli JD",Proceedings of the National Academy of Sciences of the United States of America,2000,A resource model of the neural basis of executive working memory.
10859133-1,10859133,1,"Leung HC, Skudlarski P, Gatenby JC, Peterson BS, Gore JC","Cerebral cortex (New York, N.Y. : 1991)",2000,An event-related functional MRI study of the stroop color word interference task.
10908201-1,10908201,1,"Dupont S, Van de Moortele PF, Samson S, Hasboun D, Poline JB, Adam C, Lehericy S, Le Bihan D, Samson Y, Baulac M",Brain : a journal of neurology,2000,Episodic memory in left temporal lobe epilepsy: a functional MRI study.
11073867-1,11073867,1,"Wagner AD, Koutstaal W, Maril A, Schacter DL, Buckner RL","Cerebral cortex (New York, N.Y. : 1991)",2000,Task-specific repetition priming in left inferior prefrontal cortex.
11113037-1,11113037,1,"Nagahama Y, Okada T, Katsumi Y, Hayashi T, Yamauchi H, Oyanagi C, Konishi J, Fukuyama H, Shibasaki H","Cerebral cortex (New York, N.Y. : 1991)",2001,Dissociable mechanisms of attentional control within the human prefrontal cortex.
11133788-1,11133788,1,"Poldrack RA, Gabrieli JD",Brain : a journal of neurology,2001,Characterizing the neural mechanisms of skill learning and repetition priming: evidence from mirror reading.
11230098-1,11230098,1,"Xu B, Grafman J, Gaillard WD, Ishii K, Vega-Bermudez F, Pietrini P, Reeves-Tyer P, DiCamillo P, Theodore W","Cerebral cortex (New York, N.Y. : 1991)",2001,Conjoint and extended neural networks for the computation of speech codes: the neural basis of selective impairment in reading words and pseudowords.
11240107-1,11240107,1,"Tsukiura T, Fujii T, Takahashi T, Xiao R, Inase M, Iijima T, Yamadori A, Okuda J",Brain research. Cognitive brain research,2001,Neuroanatomical discrimination between manipulating and maintaining processes involved in verbal working memory; a functional MRI study.
11240114-1,11240114,1,"Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2001,"Functional organization of the lateral premotor cortex: fMRI reveals different regions activated by anticipation of object properties, location and speed."
11285015-1,11285015,1,"Heide W, Binkofski F, Seitz RJ, Posse S, Nitschke MF, Freund HJ, Kompf D",The European journal of neuroscience,2001,Activation of frontoparietal cortices during memorized triple-step sequences of saccadic eye movements: an fMRI study.
11322979-1,11322979,1,"Tobler PN, Felblinger J, Burki M, Nirkko AC, Ozdoba C, Muri RM",Vision research,2001,Functional organisation of the saccadic reference system processing extraretinal  signals in humans.
11567063-1,11567063,1,"Monchi O, Petrides M, Petre V, Worsley K, Dagher A",The Journal of neuroscience : the official journal of the Society for Neuroscience,2001,Wisconsin Card Sorting revisited: distinct neural circuits participating in different stages of the task identified by event-related functional magnetic resonance imaging.
11571223-1,11571223,1,"Bunge SA, Ochsner KN, Desmond JE, Glover GH, Gabrieli JD",Brain : a journal of neurology,2001,Prefrontal regions involved in keeping information in and out of mind.
11587893-1,11587893,1,"Campbell R, MacSweeney M, Surguladze S, Calvert G, McGuire P, Suckling J, Brammer MJ, David AS",Brain research. Cognitive brain research,2001,Cortical substrates for the perception of face actions: an fMRI study of the specificity of activation for seen speech and for meaningless lower-face acts (gurning).
11590110-1,11590110,1,"Chein JM, Fiez JA","Cerebral cortex (New York, N.Y. : 1991)",2001,Dissociation of verbal working memory system components using a delayed serial recall task.
11784773-1,11784773,1,"Burton H, Snyder AZ, Conturo TE, Akbudak E, Ollinger JM, Raichle ME",Journal of neurophysiology,2002,Adaptive changes in early and late blind: a fMRI study of Braille reading.
11804576-1,11804576,1,"Bunge SA, Dudukovic NM, Thomason ME, Vaidya CJ, Gabrieli JD",Neuron,2002,Immature frontal lobe contributions to cognitive control in children: evidence from fMRI.
11880658-1,11880658,1,"Fincham JM, Carter CS, van Veen V, Stenger VA, Anderson JR",Proceedings of the National Academy of Sciences of the United States of America,2002,Neural mechanisms of planning: a computational analysis using event-related fMRI.
11958964-1,11958964,1,"Kraut MA, Moo LR, Segal JB, Hart J Jr",Brain research. Cognitive brain research,2002,Neural activation during an explicit categorization task: category- or feature-specific effects?
12067701-1,12067701,1,"Muller RA, Kleinhans N, Pierce K, Kemmotsu N, Courchesne E",Brain research. Cognitive brain research,2002,Functional MRI of motor sequence acquisition: effects of learning stage and performance.
12122035-1,12122035,1,"Munk MH, Linden DE, Muckli L, Lanfermann H, Zanella FE, Singer W, Goebel R","Cerebral cortex (New York, N.Y. : 1991)",2002,Distributed cortical systems in visual short-term memory revealed by event-related functional magnetic resonance imaging.
12372290-1,12372290,1,"Pessoa L, Gutierrez E, Bandettini P, Ungerleider L",Neuron,2002,Neural correlates of visual working memory: fMRI amplitude predicts task performance.
12379600-1,12379600,1,"Mecklinger A, Gruenewald C, Besson M, Magnie MN, Von Cramon DY","Cerebral cortex (New York, N.Y. : 1991)",2002,Separable neuronal circuitries for manipulable and non-manipulable objects in working memory.
12397138-1,12397138,1,"Dupont S, Samson Y, Van de Moortele PF, Samson S, Poline JB, Hasboun D, Le Bihan D, Baulac M","Journal of neurology, neurosurgery, and psychiatry",2002,Bilateral hemispheric alteration of memory processes in right medial temporal lobe epilepsy.
12408855-1,12408855,1,"Lawrence NS, Ross TJ, Stein EA",Neuron,2002,Cognitive mechanisms of nicotine on visual attention.
12417766-1,12417766,1,"Mitchell JP, Heatherton TF, Macrae CN",Proceedings of the National Academy of Sciences of the United States of America,2002,Distinct neural systems subserve person and object knowledge.
