id,study_id,contrast_id,authors,journal,year,title
10908201-1,10908201,1,"Dupont S, Van de Moortele PF, Samson S, Hasboun D, Poline JB, Adam C, Lehericy S, Le Bihan D, Samson Y, Baulac M",Brain : a journal of neurology,2000,Episodic memory in left temporal lobe epilepsy: a functional MRI study.
11240114-1,11240114,1,"Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2001,"Functional organization of the lateral premotor cortex: fMRI reveals different regions activated by anticipation of object properties, location and speed."
11339984-1,11339984,1,"Ferstl EC, von Cramon DY",Brain research. Cognitive brain research,2001,The role of coherence and cohesion in text comprehension: an event-related fMRI study.
11549617-1,11549617,1,"Zatorre RJ, Belin P","Cerebral cortex (New York, N.Y. : 1991)",2001,Spectral and temporal processing in human auditory cortex.
11580903-1,11580903,1,"Donaldson DI, Petersen SE, Buckner RL",Neuron,2001,Dissociating memory retrieval processes using fMRI: evidence that priming does not support recognition memory.
11919006-1,11919006,1,"Peterson BS, Kane MJ, Alexander GM, Lacadie C, Skudlarski P, Leung HC, May J, Gore JC",Brain research. Cognitive brain research,2002,An event-related functional MRI study comparing interference effects in the Simon and Stroop tasks.
12457762-1,12457762,1,"Ranganath C, Johnson MK, D'Esposito M",Neuropsychologia,2003,Prefrontal activity associated with working memory and episodic long-term memory.
12527103-1,12527103,1,"Manthey S, Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2003,Premotor cortex in observing erroneous action: an fMRI study.
12595200-1,12595200,1,"Chee MW, Lee HL, Soon CS, Westphal C, Venkatraman V",NeuroImage,2003,Reproducibility of the word frequency effect: comparison of signal change and voxel counting.
12599278-1,12599278,1,"Siok WT, Jin Z, Fletcher P, Tan LH",Human brain mapping,2003,Distinct brain regions associated with syllable and phoneme.
12657700-1,12657700,1,"Kensinger EA, Clarke RJ, Corkin S",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,What neural correlates underlie successful encoding and retrieval? A functional magnetic resonance imaging study using a divided attention paradigm.
12744947-1,12744947,1,"Perani D, Cappa SF, Tettamanti M, Rosa M, Scifo P, Miozzo A, Basso A, Fazio F",Brain and language,2003,A fMRI study of word retrieval in aphasia.
12744952-1,12744952,1,"Heim S, Opitz B, Friederici AD",Brain and language,2003,Distributed cortical networks for syntax processing: Broca's area as the common denominator.
12749964-1,12749964,1,"Verne GN, Himes NC, Robinson ME, Gopinath KS, Briggs RW, Crosson B, Price DD",Pain,2003,Central representation of visceral and cutaneous hypersensitivity in the irritable bowel syndrome.
12781727-1,12781727,1,"Joanisse MF, Gati JS",NeuroImage,2003,Overlapping neural regions for processing rapid temporal cues in speech and nonspeech signals.
14550677-1,14550677,1,"Kumari V, Mitterschiffthaler MT, Teasdale JD, Malhi GS, Brown RG, Giampietro V, Brammer MJ, Poon L, Simmons A, Williams SC, Checkley SA, Sharma T",Biological psychiatry,2003,Neural abnormalities during cognitive generation of affect in treatment-resistant depression.
14568445-1,14568445,1,"Jobard G, Crivello F, Tzourio-Mazoyer N",NeuroImage,2003,Evaluation of the dual route theory of reading: a metanalysis of 35 neuroimaging  studies.
14597297-1,14597297,1,"Lux S, Marshall JC, Ritzl A, Zilles K, Fink GR",NeuroImage,2003,Neural mechanisms associated with attention to temporal synchrony versus spatial  orientation: an fMRI study.
14681333-1,14681333,1,"Dohle C, Kleiser R, Seitz RJ, Freund HJ",Journal of neurophysiology,2004,Body scheme gates visual processing.
15006652-1,15006652,1,"Mainero C, Caramia F, Pozzilli C, Pisani A, Pestalozza I, Borriello G, Bozzao L, Pantano P",NeuroImage,2004,fMRI evidence of brain reorganization during attention and memory tasks in multiple sclerosis.
15006656-1,15006656,1,"Manoach DS, White NS, Lindgren KA, Heckers S, Coleman MJ, Dubal S, Holzman PS",NeuroImage,2004,Hemispheric specialization of the lateral prefrontal cortex for strategic processing during spatial and shape working memory.
15010232-1,15010232,1,"Joubert S, Beauregard M, Walter N, Bourgouin P, Beaudoin G, Leroux JM, Karama S, Lecours AR",Brain and language,2004,Neural correlates of lexical and sublexical processes in reading.
15050593-1,15050593,1,"Kuo WJ, Yeh TC, Lee JR, Chen LF, Lee PL, Chen SS, Ho LT, Hung DL, Tzeng OJ, Hsieh JC",NeuroImage,2004,Orthographic and phonological processing of Chinese characters: an fMRI study.
15068910-1,15068910,1,"Meyer M, Steinhauer K, Alter K, Friederici AD, von Cramon DY",Brain and language,2004,Brain activity varies with modulation of dynamic pitch variance in sentence melody.
15090475-1,15090475,1,"Hennenlotter A, Schroeder U, Erhard P, Haslinger B, Stahl R, Weindl A, von Einsiedel HG, Lange KW, Ceballos-Baumann AO",Brain : a journal of neurology,2004,Neural correlates associated with impaired disgust processing in pre-symptomatic  Huntington's disease.
15193610-1,15193610,1,"Numminen J, Schurmann M, Hiltunen J, Joensuu R, Jousmaki V, Koskinen SK, Salmelin R, Hari R",NeuroImage,2004,Cortical activation during a spatiotemporal tactile comparison task.
15193622-1,15193622,1,"Thomsen T, Specht K, Rimol LM, Hammar A, Nyttingnes J, Ersland L, Hugdahl K",NeuroImage,2004,Brain localization of attentional control in different age groups by combining functional and structural MRI.
15246450-1,15246450,1,"Schiffer F, Mottaghy FM, Pandey Vimal RL, Renshaw PF, Cowan R, Pascual-Leone A, Teicher M, Valente E, Rohan M",Psychiatry research,2004,Lateral visual field stimulation reveals extrastriate cortical activation in the  contralateral hemisphere: an fMRI study.
15325390-1,15325390,1,"Haier RJ, Jung RE, Yeo RA, Head K, Alkire MT",NeuroImage,2004,Structural brain variation and general intelligence.
15351628-1,15351628,1,"Saygin AP, Wilson SM, Dronkers NF, Bates E",Neuropsychologia,2004,Action comprehension in aphasia: linguistic and non-linguistic deficits and their lesion correlates.
15473975-1,15473975,1,"Greene JD, Nystrom LE, Engell AD, Darley JM, Cohen JD",Neuron,2004,The neural bases of cognitive conflict and control in moral judgment.
15533557-1,15533557,1,"Peelle JE, McMillan C, Moore P, Grossman M, Wingfield A",Brain and language,2004,Dissociable patterns of brain activity during comprehension of rapid and syntactically complex speech: evidence from fMRI.
15582037-1,15582037,1,"Rudner M, Ronnberg J, Hugdahl K",Brain and language,2005,Reversing spoken items--mind twisting not tongue twisting.
15627586-1,15627586,1,"Buchsbaum BR, Olsen RK, Koch PF, Kohn P, Kippenhan JS, Berman KF",NeuroImage,2005,"Reading, hearing, and the planum temporale."
15703387-1,15703387,1,"Sakreida K, Schubotz RI, Wolfensteller U, von Cramon DY",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,Motion class dependency in observers' motor areas revealed by functional magnetic resonance imaging.
