id,study_id,contrast_id,authors,journal,year,title
10632617-1,10632617,1,"Leveroni CL, Seidenberg M, Mayer AR, Mead LA, Binder JR, Rao SM",The Journal of neuroscience : the official journal of the Society for Neuroscience,2000,Neural systems underlying the recognition of familiar and newly learned faces.
10643727-1,10643727,1,"Pollmann S, Dove A, Yves von Cramon D, Wiggins CJ",Human brain mapping,2000,Event-related fMRI: comparison of conditions with varying BOLD overlap.
10913505-1,10913505,1,"Liotti M, Mayberg HS, Brannan SK, McGinnis S, Jerabek P, Fox PT",Biological psychiatry,2000,Differential limbic--cortical correlates of sadness and anxiety in healthy subjects: implications for affective disorders.
11113037-1,11113037,1,"Nagahama Y, Okada T, Katsumi Y, Hayashi T, Yamauchi H, Oyanagi C, Konishi J, Fukuyama H, Shibasaki H","Cerebral cortex (New York, N.Y. : 1991)",2001,Dissociable mechanisms of attentional control within the human prefrontal cortex.
11133788-1,11133788,1,"Poldrack RA, Gabrieli JD",Brain : a journal of neurology,2001,Characterizing the neural mechanisms of skill learning and repetition priming: evidence from mirror reading.
11163375-1,11163375,1,"Koutstaal W, Wagner AD, Rotte M, Maril A, Buckner RL, Schacter DL",Neuropsychologia,2001,Perceptual specificity in visual object priming: functional magnetic resonance imaging evidence for a laterality difference in fusiform cortex.
11230097-1,11230097,1,"Pochon JB, Levy R, Poline JB, Crozier S, Lehericy S, Pillon B, Deweer B, Le Bihan D, Dubois B","Cerebral cortex (New York, N.Y. : 1991)",2001,The role of dorsolateral prefrontal cortex in the preparation of forthcoming actions: an fMRI study.
11387405-1,11387405,1,"Ehrsson HH, Fagergren E, Forssberg H",Journal of neurophysiology,2001,Differential fronto-parietal activation depending on force used in a precision grip task: an fMRI study.
11438601-1,11438601,1,"Rushworth MF, Paus T, Sipila PK",The Journal of neuroscience : the official journal of the Society for Neuroscience,2001,Attention systems and the organization of the human parietal cortex.
11516444-1,11516444,1,"Maratos EJ, Dolan RJ, Morris JS, Henson RN, Rugg MD",Neuropsychologia,2001,Neural activity associated with episodic memory for emotional context.
11549616-1,11549616,1,"Grosbras MH, Leonards U, Lobel E, Poline JB, LeBihan D, Berthoz A","Cerebral cortex (New York, N.Y. : 1991)",2001,Human cortical networks for new and familiar sequences of saccades.
11750903-1,11750903,1,"Lambert S, Sampaio E, Scheiber C, Mauss Y",Brain research,2002,Neural substrates of animal mental imagery: calcarine sulcus and dorsal pathway involvement--an fMRI study.
11784773-1,11784773,1,"Burton H, Snyder AZ, Conturo TE, Akbudak E, Ollinger JM, Raichle ME",Journal of neurophysiology,2002,Adaptive changes in early and late blind: a fMRI study of Braille reading.
11804576-1,11804576,1,"Bunge SA, Dudukovic NM, Thomason ME, Vaidya CJ, Gabrieli JD",Neuron,2002,Immature frontal lobe contributions to cognitive control in children: evidence from fMRI.
