id,study_id,contrast_id,authors,journal,year,title
10388796-1,10388796,1,"Ring HA, Baron-Cohen S, Wheelwright S, Williams SC, Brammer M, Andrew C, Bullmore ET",Brain : a journal of neurology,1999,Cerebral correlates of preserved cognitive skills in autism: a functional MRI study of embedded figures task performance.
10531451-1,10531451,1,"Shulman GL, Ollinger JM, Akbudak E, Conturo TE, Snyder AZ, Petersen SE, Corbetta M",The Journal of neuroscience : the official journal of the Society for Neuroscience,1999,Areas involved in encoding and applying directional expectations to moving objects.
10586971-1,10586971,1,"Sugio T, Inui T, Matsuo K, Matsuzawa M, Glover GH, Nakai T",Neuroscience letters,1999,The role of the posterior parietal cortex in human object recognition: a functional magnetic resonance imaging study.
10634893-1,10634893,1,"Ehrsson HH, Fagergren A, Jonsson T, Westling G, Johansson RS, Forssberg H",Journal of neurophysiology,2000,Cortical activity in precision- versus power-grip tasks: an fMRI study.
10838149-1,10838149,1,"Barnes J, Howard RJ, Senior C, Brammer M, Bullmore ET, Simmons A, Woodruff P, David AS",Neuropsychologia,2000,Cortical activity during rotational and linear transformations.
10859133-1,10859133,1,"Leung HC, Skudlarski P, Gatenby JC, Peterson BS, Gore JC","Cerebral cortex (New York, N.Y. : 1991)",2000,An event-related functional MRI study of the stroop color word interference task.
10859136-1,10859136,1,"Garavan H, Ross TJ, Li SJ, Stein EA","Cerebral cortex (New York, N.Y. : 1991)",2000,A parametric manipulation of central executive functioning.
10908201-1,10908201,1,"Dupont S, Van de Moortele PF, Samson S, Hasboun D, Poline JB, Adam C, Lehericy S, Le Bihan D, Samson Y, Baulac M",Brain : a journal of neurology,2000,Episodic memory in left temporal lobe epilepsy: a functional MRI study.
10982749-1,10982749,1,"Martinkauppi S, Rama P, Aronen HJ, Korvenoja A, Carlson S","Cerebral cortex (New York, N.Y. : 1991)",2000,Working memory of auditory localization.
11113037-1,11113037,1,"Nagahama Y, Okada T, Katsumi Y, Hayashi T, Yamauchi H, Oyanagi C, Konishi J, Fukuyama H, Shibasaki H","Cerebral cortex (New York, N.Y. : 1991)",2001,Dissociable mechanisms of attentional control within the human prefrontal cortex.
11133788-1,11133788,1,"Poldrack RA, Gabrieli JD",Brain : a journal of neurology,2001,Characterizing the neural mechanisms of skill learning and repetition priming: evidence from mirror reading.
11240114-1,11240114,1,"Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2001,"Functional organization of the lateral premotor cortex: fMRI reveals different regions activated by anticipation of object properties, location and speed."
11241875-1,11241875,1,"Kimberg DY, Aguirre GK, Lease J, D'Esposito M",Human brain mapping,2001,"Cortical effects of bromocriptine, a D-2 dopamine receptor agonist, in human subjects, revealed by fMRI."
11285015-1,11285015,1,"Heide W, Binkofski F, Seitz RJ, Posse S, Nitschke MF, Freund HJ, Kompf D",The European journal of neuroscience,2001,Activation of frontoparietal cortices during memorized triple-step sequences of saccadic eye movements: an fMRI study.
11387405-1,11387405,1,"Ehrsson HH, Fagergren E, Forssberg H",Journal of neurophysiology,2001,Differential fronto-parietal activation depending on force used in a precision grip task: an fMRI study.
11532885-1,11532885,1,"Herath P, Klingberg T, Young J, Amunts K, Roland P","Cerebral cortex (New York, N.Y. : 1991)",2001,Neural correlates of dual task interference can be dissociated from those of divided attention: an fMRI study.
11958964-1,11958964,1,"Kraut MA, Moo LR, Segal JB, Hart J Jr",Brain research. Cognitive brain research,2002,Neural activation during an explicit categorization task: category- or feature-specific effects?
12063136-1,12063136,1,"Olson IR, Gatenby JC, Gore JC",Brain research. Cognitive brain research,2002,A comparison of bound and unbound audio-visual information processing in the human cerebral cortex.
12067701-1,12067701,1,"Muller RA, Kleinhans N, Pierce K, Kemmotsu N, Courchesne E",Brain research. Cognitive brain research,2002,Functional MRI of motor sequence acquisition: effects of learning stage and performance.
12122035-1,12122035,1,"Munk MH, Linden DE, Muckli L, Lanfermann H, Zanella FE, Singer W, Goebel R","Cerebral cortex (New York, N.Y. : 1991)",2002,Distributed cortical systems in visual short-term memory revealed by event-related functional magnetic resonance imaging.
12183390-1,12183390,1,"Brass M, von Cramon DY","Cerebral cortex (New York, N.Y. : 1991)",2002,The role of the frontal cortex in task preparation.
12372290-1,12372290,1,"Pessoa L, Gutierrez E, Bandettini P, Ungerleider L",Neuron,2002,Neural correlates of visual working memory: fMRI amplitude predicts task performance.
12379601-1,12379601,1,"Shulman GL, d'Avossa G, Tansy AP, Corbetta M","Cerebral cortex (New York, N.Y. : 1991)",2002,Two attentional processes in the parietal lobe.
12457762-1,12457762,1,"Ranganath C, Johnson MK, D'Esposito M",Neuropsychologia,2003,Prefrontal activity associated with working memory and episodic long-term memory.
12477708-1,12477708,1,"Morcom AM, Good CD, Frackowiak RS, Rugg MD",Brain : a journal of neurology,2003,Age effects on the neural correlates of successful memory encoding.
12518293-1,12518293,1,"Abel KM, Allin MP, Kucharska-Pietura K, Andrew C, Williams S, David AS, Phillips ML",Human brain mapping,2003,Ketamine and fMRI BOLD signal: distinguishing between effects mediated by change  in blood flow versus change in cognitive state.
12527103-1,12527103,1,"Manthey S, Schubotz RI, von Cramon DY",Brain research. Cognitive brain research,2003,Premotor cortex in observing erroneous action: an fMRI study.
12589891-1,12589891,1,"Romaiguere P, Anton JL, Roth M, Casini L, Roll JP",Brain research. Cognitive brain research,2003,Motor and parietal cortical areas both underlie kinaesthesia.
12595178-1,12595178,1,"Mort DJ, Perry RJ, Mannan SK, Hodgson TL, Anderson E, Quest R, McRobbie D, McBride A, Husain M, Kennard C",NeuroImage,2003,Differential cortical activation during voluntary and reflexive saccades in man.
12615645-1,12615645,1,"Ward NS, Frackowiak RS",Brain : a journal of neurology,2003,Age-related changes in the neural correlates of motor performance.
12668238-1,12668238,1,"Heim S, Opitz B, Muller K, Friederici AD",Brain research. Cognitive brain research,2003,Phonological processing during language production: fMRI evidence for a shared production-comprehension network.
12679298-1,12679298,1,"Suzuki K, Sakai KL","Cerebral cortex (New York, N.Y. : 1991)",2003,An event-related fMRI study of explicit syntactic processing of normal/anomalous  sentences in contrast to implicit syntactic processing.
12682281-1,12682281,1,"Carr L, Iacoboni M, Dubeau MC, Mazziotta JC, Lenzi GL",Proceedings of the National Academy of Sciences of the United States of America,2003,Neural mechanisms of empathy in humans: a relay from neural systems for imitation to limbic areas.
12713652-1,12713652,1,"Kostopoulos P, Petrides M",The European journal of neuroscience,2003,The mid-ventrolateral prefrontal cortex: insights into its role in memory retrieval.
12716950-1,12716950,1,"Davis MH, Johnsrude IS",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,Hierarchical processing in spoken language comprehension.
12738340-1,12738340,1,"Weiss EM, Golaszewski S, Mottaghy FM, Hofer A, Hausmann A, Kemmler G, Kremser C, Brinkhoff C, Felber SR, Fleischhacker WW",Psychiatry research,2003,Brain activation patterns during a selective attention test-a functional MRI study in healthy volunteers and patients with schizophrenia.
12753960-1,12753960,1,"Hazeltine E, Bunge SA, Scanlon MD, Gabrieli JD",Neuropsychologia,2003,Material-dependent and material-independent selection processes in the frontal and parietal lobes: an event-related fMRI investigation of response competition.
12797966-1,12797966,1,"Gelfand JR, Bookheimer SY",Neuron,2003,Dissociating neural mechanisms of temporal sequencing and processing phonemes.
12880792-1,12880792,1,"Simons JS, Koutstaal W, Prince S, Wagner AD, Schacter DL",NeuroImage,2003,Neural mechanisms of visual object priming: evidence for perceptual and semantic  distinctions in fusiform cortex.
12917383-1,12917383,1,"Shulman GL, McAvoy MP, Cowan MC, Astafiev SV, Tansy AP, d'Avossa G, Corbetta M",Journal of neurophysiology,2003,Quantitative analysis of attention and detection signals during visual search.
12948716-1,12948716,1,"Michelon P, Snyder AZ, Buckner RL, McAvoy M, Zacks JM",NeuroImage,2003,Neural correlates of incongruous visual information. An event-related fMRI study.
14505331-1,14505331,1,"Audoin B, Ibarrola D, Ranjeva JP, Confort-Gouny S, Malikova I, Ali-Cherif A, Pelletier J, Cozzone P",Human brain mapping,2003,Compensatory cortical activation observed by fMRI during a cognitive task at the  earliest stage of MS.
14568484-1,14568484,1,"Schall U, Johnston P, Lagopoulos J, Juptner M, Jentzen W, Thienel R, Dittmann-Balcar A, Bender S, Ward PB",NeuroImage,2003,Functional brain maps of Tower of London performance: a positron emission tomography and functional magnetic resonance imaging study.
14574427-1,14574427,1,"Nelson AJ, Staines WR, McIlroy WE",Experimental brain research,2004,Tactile stimulus predictability modulates activity in a tactile-motor cortical network.
14642287-1,14642287,1,"Wicker B, Keysers C, Plailly J, Royet JP, Gallese V, Rizzolatti G",Neuron,2003,Both of us disgusted in My insula: the common neural basis of seeing and feeling  disgust.
14683700-1,14683700,1,"Specht K, Reul J",NeuroImage,2003,Functional segregation of the temporal lobes into highly differentiated subsystems for auditory perception: an auditory rapid event-related fMRI-task.
14741309-1,14741309,1,"Kawashima R, Taira M, Okita K, Inoue K, Tajima N, Yoshida H, Sasaki T, Sugiura M, Watanabe J, Fukuda H",Brain research. Cognitive brain research,2004,A functional MRI study of simple arithmetic--a comparison between children and adults.
14761902-1,14761902,1,"Han S, Jiang Y, Gu H, Rao H, Mao L, Cui Y, Zhai R",Brain : a journal of neurology,2004,The role of human parietal cortex in attention networks.
14960288-1,14960288,1,"May JC, Delgado MR, Dahl RE, Stenger VA, Ryan ND, Fiez JA, Carter CS",Biological psychiatry,2004,Event-related functional magnetic resonance imaging of reward-related brain circuitry in children and adolescents.
15006650-1,15006650,1,"Salgado-Pineda P, Junque C, Vendrell P, Baeza I, Bargallo N, Falcon C, Bernardo M",NeuroImage,2004,Decreased cerebral activation during CPT performance: structural and functional deficits in schizophrenic patients.
15006652-1,15006652,1,"Mainero C, Caramia F, Pozzilli C, Pisani A, Pestalozza I, Borriello G, Bozzao L, Pantano P",NeuroImage,2004,fMRI evidence of brain reorganization during attention and memory tasks in multiple sclerosis.
15006672-1,15006672,1,"Taylor SF, Welsh RC, Wager TD, Phan KL, Fitzgerald KD, Gehring WJ",NeuroImage,2004,A functional neuroimaging study of motivation and executive function.
15010232-1,15010232,1,"Joubert S, Beauregard M, Walter N, Bourgouin P, Beaudoin G, Leroux JM, Karama S, Lecours AR",Brain and language,2004,Neural correlates of lexical and sublexical processes in reading.
15029467-1,15029467,1,"Matsumoto E, Misaki M, Miyauchi S",Experimental brain research,2004,Neural mechanisms of spatial stimulus-response compatibility: the effect of crossed-hand position.
15091345-1,15091345,1,"Hashimoto R, Sakai KL",Neuron,2004,Learning letters in adulthood: direct visualization of cortical plasticity for forming a new link between orthography and phonology.
15102910-1,15102910,1,"Curtis CE, Rao VY, D'Esposito M",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Maintenance of spatial and motor codes during oculomotor delayed response tasks.
15130588-1,15130588,1,"Blackwood N, Ffytche D, Simmons A, Bentall R, Murray R, Howard R",Brain research. Cognitive brain research,2004,The cerebellum and decision making under uncertainty.
15130592-1,15130592,1,"Sato W, Kochiyama T, Yoshikawa S, Naito E, Matsumura M",Brain research. Cognitive brain research,2004,Enhanced neural activity in response to dynamic facial expressions of emotion: an fMRI study.
15142962-1,15142962,1,"Sakai KL, Miura K, Narafu N, Muraishi Y","Cerebral cortex (New York, N.Y. : 1991)",2004,Correlated functional changes of the prefrontal cortex in twins induced by classroom education of second language.
15163610-1,15163610,1,"Abrahams S, Goldstein LH, Simmons A, Brammer M, Williams SC, Giampietro V, Leigh PN",Brain : a journal of neurology,2004,Word retrieval in amyotrophic lateral sclerosis: a functional magnetic resonance  imaging study.
15183394-1,15183394,1,"Ganis G, Thompson WL, Kosslyn SM",Brain research. Cognitive brain research,2004,Brain areas underlying visual mental imagery and visual perception: an fMRI study.
15190112-1,15190112,1,"Young JP, Herath P, Eickhoff S, Choi J, Grefkes C, Zilles K, Roland PE",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Somatotopy and attentional modulation of the human parietal and opercular regions.
15193603-1,15193603,1,Jiang Y,NeuroImage,2004,Resolving dual-task interference: an fMRI study.
15193622-1,15193622,1,"Thomsen T, Specht K, Rimol LM, Hammar A, Nyttingnes J, Ersland L, Hugdahl K",NeuroImage,2004,Brain localization of attentional control in different age groups by combining functional and structural MRI.
15219600-1,15219600,1,"Turk DJ, Banfield JF, Walling BR, Heatherton TF, Grafton ST, Handy TC, Gazzaniga MS, Macrae CN",NeuroImage,2004,From facial cue to dinner for two: the neural substrates of personal choice.
15275904-1,15275904,1,"Deary IJ, Simonotto E, Meyer M, Marshall A, Marshall I, Goddard N, Wardlaw JM",NeuroImage,2004,The functional anatomy of inspection time: an event-related fMRI study.
15275925-1,15275925,1,"Rilling JK, Sanfey AG, Aronson JA, Nystrom LE, Cohen JD",NeuroImage,2004,The neural correlates of theory of mind within interpersonal interactions.
15449357-1,15449357,1,"Sugiura M, Watanabe J, Maeda Y, Matsue Y, Fukuda H, Kawashima R",Human brain mapping,2004,Different roles of the frontal and parietal regions in memory-guided saccade: a PCA approach on time course of BOLD signal changes.
15513929-1,15513929,1,"Molnar-Szakacs I, Iacoboni M, Koski L, Mazziotta JC","Cerebral cortex (New York, N.Y. : 1991)",2005,Functional segregation within pars opercularis of the inferior frontal gyrus: evidence from fMRI studies of imitation and action observation.
15563729-1,15563729,1,"Oullier O, Jantzen KJ, Steinberg FL, Kelso JA","Cerebral cortex (New York, N.Y. : 1991)",2005,Neural substrates of real and imagined sensorimotor coordination.
15722209-1,15722209,1,"Tanabe HC, Kato M, Miyauchi S, Hayashi S, Yanagida T",Brain research. Cognitive brain research,2005,The sensorimotor transformation of cross-modal spatial information in the anterior intraparietal sulcus as revealed by functional MRI.
15808989-1,15808989,1,"Kaufmann L, Koppelstaetter F, Delazer M, Siedentopf C, Rhomberg P, Golaszewski S, Felber S, Ischebeck A",NeuroImage,2005,Neural correlates of distance and congruity effects in a numerical Stroop task: an event-related fMRI study.
15850722-1,15850722,1,"Jantzen KJ, Steinberg FL, Kelso JA",NeuroImage,2005,Functional MRI reveals the existence of modality and coordination-dependent timing networks.
15850725-1,15850725,1,"Koelsch S, Fritz T, Schulze K, Alsop D, Schlaug G",NeuroImage,2005,Adults and children processing music: an fMRI study.
15850739-1,15850739,1,"Lewis PA, Critchley HD, Smith AP, Dolan RJ",NeuroImage,2005,Brain mechanisms for mood congruent memory facilitation.
15852468-1,15852468,1,Fransson P,Human brain mapping,2005,Spontaneous low-frequency BOLD signal fluctuations: an fMRI investigation of the  resting-state default mode of brain function hypothesis.
15862218-1,15862218,1,"Luft AR, Forrester L, Macko RF, McCombe-Waller S, Whitall J, Villagra F, Hanley DF",NeuroImage,2005,Brain activation of lower extremity movement in chronically impaired stroke survivors.
15866546-1,15866546,1,"Anand A, Li Y, Wang Y, Wu J, Gao S, Bukhari L, Mathews VP, Kalnin A, Lowe MJ",Biological psychiatry,2005,Activity and connectivity of brain mood regulating circuit in depression: a functional magnetic resonance study.
15893574-1,15893574,1,"Dong Y, Nakamura K, Okada T, Hanakawa T, Fukuyama H, Mazziotta JC, Shibasaki H",Neuroscience research,2005,Neural mechanisms underlying the processing of Chinese words: an fMRI study.
15930384-1,15930384,1,"Poldrack RA, Sabb FW, Foerde K, Tom SM, Asarnow RF, Bookheimer SY, Knowlton BJ",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,The neural correlates of motor skill automaticity.
15936179-1,15936179,1,"Little DM, Thulborn KR",Brain research. Cognitive brain research,2005,Correlations of cortical activation and behavior during the application of newly  learned categories.
15944143-1,15944143,1,"Bitan T, Manor D, Morocz IA, Karni A",Brain research. Cognitive brain research,2005,"Effects of alphabeticality, practice and type of instruction on reading an artificial script: an fMRI study."
15949508-1,15949508,1,"Cohen Kadosh R, Henik A, Rubinsten O, Mohr H, Dori H, van de Ven V, Zorzi M, Hendler T, Goebel R, Linden DE",Neuropsychologia,2005,Are numbers special? The comparison systems of the human brain investigated by fMRI.
